test_id,guid,test_date,received_date,desktop_device_id,platform,client_ip_address,download_kbps,upload_kbps,latency,server_name,server_country,server_country_code,server_latitude,server_longitude,server_sponsor_name,isp_name,is_isp,connection_type,location_type,client_country,client_country_code,client_region_name,client_region_code,client_city,client_latitude,client_longitude,miles_between,gmaps_formatted_address,gmaps_name,gmaps_type,gmaps_country,gmaps_country_code,gmaps_region,gmaps_subregion,gmaps_subsubregion,postal_code,client_ipv6_address
113948331,"C769CD07F38346AD84D7787E3C6E3AB7","2019-06-30 23:59:20","2019-07-01 00:00:00","6253111","5","202.173.xxx.xxx",4943,7089,6,"New Delhi","India","IN",28.6100,77.2300,"VMO Broadband","Excitel","1","2","2","India","IN","Delhi","DL","New Delhi",28.600,77.200,1.94909,"New Delhi, Delhi 110001, India","New Delhi","locality","India","IN","Delhi","","","110011",""
113948332,"3DFBC0EF50EC41238E6A1E0A4C540663","2019-07-01 00:00:02","2019-07-01 00:00:02","5508339","4","222.240.xxx.xxx",10232,3987,28,"Guangzhou","CN","CN",23.1333,113.2667,"ChinaTelecom-GZ","China Telecom HUNAN","1","2","1","China","CN","Hunan","HN","Changsha",28.179,113.113,349.157,"Changsha, Hunan, China","Changsha","locality","China","CN","Hunan","","","410153",""
113948333,"1950F5AE646441A48AA6D7ABB2ACC25E","2019-07-01 00:00:02","2019-07-01 00:00:02","5456345","4","188.151.xxx.xxx",17862,19935,2,"Gothenburg","Sweden","SE",57.7000,11.9667,"Tele2","Tele2 SWIPnet","1","22","1","Sweden","SE","Västra Götaland County","O","Gothenburg",57.707,11.966,0.497925,"Gothenburg, Sweden","Gothenburg","locality","Sweden","SE","Västra Götaland County","Göteborg","","416 58",""
113948334,"77AA02AE919149519E1F245AD1D35F59","2019-07-01 00:00:02","2019-07-01 00:00:02","7325719","4","95.208.xxx.xxx",235097,40088,21,"Stuttgart","Germany","DE",48.7758,9.1829,"dasWLAN.de","Unitymedia","1","2","1","Germany","DE","Baden-Württemberg","BW","Sindelfingen",48.700,9.016,9.21802,"Sindelfingen, Germany","Sindelfingen","locality","Germany","DE","Baden-Württemberg","Stuttgart","Böblingen","71065",""
113948335,"27183ECC966E473BA273C8D95239918B","2019-07-01 00:00:03","2019-07-01 00:00:03","3902810","4","202.176.xxx.xxx",5547,2203,6,"Bangkok","Thailand","TH",13.7500,100.4833,"CPE_II-RMUTT","True Internet","1","2","2","Thailand","TH","Bangkok","10","Bangkok",13.750,100.516,2.24418,"Bangkok, Thailand","Bangkok","locality","Thailand","TH","","","","10600",""
113948336,"1863A6C7527A4EE09317401454EE7F8B","2019-06-30 23:59:30","2019-07-01 00:00:05","4568660","5","79.131.xxx.xxx",24375,5673,30,"Athens","Greece","GR",37.9778,23.7278,"Cosmote S.A.","OTEnet S.A.","1","22","1","Greece","GR","Northern Aegean","K","Chios",38.367,26.135,133.688,"Chios, Greece","Chios","locality","Greece","GR","Egeo","Northern Aegean","Chios, Chios, Chios","821 00","2a02:587:b007:f40x:xxxx:xxxx:xxxx:xxxx"
113948337,"EA64E89A57B0426E8018280250370B25","2019-06-30 23:59:45","2019-07-01 00:00:05","5701595","4","178.135.xxx.xxx",0,0,133,"Beirut","Lebanon","LB",33.8869,35.5131,"Moscanet Wise","UNKNOWN","","2","1","Lebanon","LB","Mt Lebanon","JL","Dik el Mehdi",33.933,35.616,6.75788,"","","","","","","","","",""
113948338,"EBCF99F0F9854720A7238938A9F3EC64","2019-06-30 23:59:30","2019-07-01 00:00:06","5129130","5","125.164.xxx.xxx",3883,3695,2,"Surabaya","Indonesia","ID",-7.2667,112.7333,"PT. Telekomunikasi Indonesia","PT TELKOM INDONESIA","1","2","1","Indonesia","ID","East Java","JI","Surabaya",-7.249,112.750,1.70512,"Surabaya, Surabaya City, East Java, Indonesia","Surabaya","locality","Indonesia","ID","East Java","Surabaya City","","60296",""
113948339,"91CE3F880AFC4F3FA1947C819806AE54","2019-07-01 00:00:06","2019-07-01 00:00:06","2336383","4","183.179.xxx.xxx",435162,449669,2,"Hong Kong","Hong Kong","HK",22.3964,114.1095,"Shanghai Huajuan Information Technology Co., Ltd.","Hong Kong Broadband Network","1","0","2","Hong Kong","HK","Yuen Long District","NYL","Tin Shui Wai",22.466,114.000,8.52392,"Hong Kong, Hong Kong","Hong Kong","locality","Hong Kong","HK","","","","",""
113948340,"38A06E32265544F49DE81F80C4EE39FD","2019-06-30 23:59:58","2019-07-01 00:00:06","6636562","4","106.70.xxx.xxx",0,0,29,"Gold Coast","Australia","AU",-28.0160,153.0167,"Optus","UNKNOWN","","2","2","Australia","AU","Queensland","QLD","Hamilton",-27.441,153.066,39.8419,"","","","","","","","","",""
113948341,"3ED9BE15F6724B818A7063D776468688","2019-07-01 00:00:06","2019-07-01 00:00:06","6579393","4","46.59.xxx.xxx",35708,19982,5,"Hamburg","Germany","DE",53.5653,10.0014,"Studio Funk GmbH & Co. KG","wilhelm.tel","1","2","2","Germany","DE","Hamburg","HH","Hamburg",53.550,10.000,1.05992,"Hamburg, Germany","Hamburg","locality","Germany","DE","Hamburg","","","22307",""
113948342,"2CA1AFD931624513BCEC24EF47D0C0EB","2019-06-30 23:59:28","2019-07-01 00:00:07","4391311","5","125.163.xxx.xxx",18219,18958,9,"Semarang","Indonesia","ID",-6.9667,110.4167,"PT. Telekomunikasi Indonesia","PT TELKOM INDONESIA","1","2","1","Indonesia","ID","Central Java","JT","Batang",-6.484,110.708,38.9006,"Batang, Batang Sub-District, Batang Regency, Central Java, Indonesia","Batang","locality","Indonesia","ID","Central Java","Batang Regency","Batang Sub-District","51216",""
113948343,"5D8D9C36712B4AB7B5BADF4B50E31C0C","2019-07-01 00:00:07","2019-07-01 00:00:07","6060462","4","116.7.xxx.xxx",264363,34936,15,"Taipa","Macau","MO",22.1597,113.5639,"CTM","China Telecom Guangdong","1","22","2","China","CN","Guangdong","GD","Zhuhai",22.276,113.567,8.11053,"Zhuhai, Guangdong, China","Zhuhai","locality","China","CN","Guangdong","","","519001",""
113948344,"065283342E564B6FBB89231C98611A75","2019-06-30 23:59:39","2019-07-01 00:00:08","6295122","5","192.228.xxx.xxx",945076,514459,4,"Kuala Lumpur","Malaysia","MY",3.1357,101.6880,"Symphonet Sdn Bhd","Tt Dotcom Sdn Bhd","1","22","1","Malaysia","MY","Federal Territory of Kuala Lumpur","14","Kuala Lumpur",3.166,101.700,2.2987,"Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia","Kuala Lumpur","locality","Malaysia","MY","Federal Territory of Kuala Lumpur","","","54000",""
113948345,"2C3D736C896740B990624A214FD8D5A3","2019-06-30 23:59:33","2019-07-01 00:00:08","5399625","5","85.75.xxx.xxx",15797,913,28,"Athens","Greece","GR",37.9778,23.7278,"Top.Host","OTEnet S.A.","1","22","2","Greece","GR","Attica","I","Athens",37.983,23.733,0.481087,"Athens, Greece","Athens","locality","Greece","GR","Attica","Attica","Kentrikos Tomeas Athinon, Athens, Athina","106 81","2a02:587:d830:fc5x:xxxx:xxxx:xxxx:xxxx"
113948346,"FD870EEE62EF4C6CA14F4AFDB7B379A3","2019-06-30 23:59:34","2019-07-01 00:00:09","6232679","5","180.249.xxx.xxx",12107,1726,38,"Mataram","Indonesia","ID",-8.5833,116.1167,"PT. Telekomunikasi Indonesia","PT TELKOM INDONESIA","1","2","1","Indonesia","ID","South Sulawesi","SN","Makassar",-5.140,119.422,328.996,"Makassar, Makassar City, South Sulawesi, Indonesia","Makassar","locality","Indonesia","ID","South Sulawesi","Makassar City","","90151",""
113948347,"AB29EC06DED648988BD0B4AEB5668E4C","2019-07-01 00:00:10","2019-07-01 00:00:10","4961952","4","93.243.xxx.xxx",34337,9497,22,"Riethnordhausen","Germany","DE",51.0850,11.0007,"KNT Internet","Deutsche Telekom AG","1","22","1","Germany","DE","Saxony-Anhalt","ST","Halle",51.500,12.000,51.8878,"Halle (Saale), Germany","Halle (Saale)","locality","Germany","DE","Saxony-Anhalt","","","06128",""
113948348,"D2F3821FF5124A9FBDF33B9511FBC8F0","2019-06-30 23:59:32","2019-07-01 00:00:10","4435805","5","151.127.xxx.xxx",67532,37197,25,"Puteaux","France","FR",48.8847,2.2396,"ORANGE FRANCE","OVH SAS","0","22","2","France","FR","Île-de-France","IDF","Jouy-en-Josas",48.766,2.166,8.81139,"Jouy-en-Josas, France","Jouy-en-Josas","locality","France","FR","Île-de-France","Yvelines","","78350",""
113948349,"5129BE9414334E0EB1EC783DB74DB0E3","2019-06-30 23:59:37","2019-07-01 00:00:11","7723786","5","185.13.xxx.xxx",16607,5545,5,"Alesund","Norway","NO",62.4778,6.1903,"Aalesund Fiber","Svorka Broadband AS","1","22","2","Norway","NO","Møre og Romsdal","15","Midsund",62.683,6.683,21.1814,"Midsund, Norway","Midsund","locality","Norway","NO","Møre og Romsdal","Midsund","","6475",""
113948350,"A5C234AD4F82474BA320A23A35B46735","2019-06-30 23:59:37","2019-07-01 00:00:11","7723725","5","113.79.xxx.xxx",94948,60548,5,"Guangzhou","CN","CN",23.1333,113.2667,"ChinaTelecom-GZ","China Telecom Guangdong","1","22","1","China","CN","Guangdong","GD","Dongguan",23.048,113.744,30.9633,"Dongguan, Guangdong, China","Dongguan","locality","China","CN","Guangdong","","","",""
113948351,"9C8B122E43A0469998450ED12499DF19","2019-06-30 23:59:31","2019-07-01 00:00:11","7679434","5","70.171.xxx.xxx",152761,1609,26,"Jacksonville, FL","United States","US",30.3194,-81.6600,"Southern Light, LLC","Cox Communications","1","22","2","United States","US","Florida","FL","Gainesville",29.637,-82.231,58.3281,"Alachua County, FL, USA","Alachua County","administrative_area_level_2","United States","US","Florida","Alachua County","","32608",""
113948352,"83136B8A80E94F559EE704824DF64DC9","2019-06-30 23:59:37","2019-07-01 00:00:11","7656813","5","159.192.xxx.xxx",220856,523134,8,"Bangkok","Thailand","TH",13.7500,100.4833,"NIPA.CLOUD 1st Cloud Thailand","CAT Telecom public company Ltd","1","22","1","Thailand","TH","Nakhon Ratchasima","30","Pak Chong",14.708,101.416,91.1183,"Pak Chong, Pak Chong District, Nakhon Ratchasima, Thailand","Pak Chong","locality","Thailand","TH","Nakhon Ratchasima","Pak Chong District","","30130",""
113948353,"725F27116D5142038AFCF6C6E370556D","2019-06-30 23:59:35","2019-07-01 00:00:11","6639252","5","36.90.xxx.xxx",5184,3293,68,"Shah Alam","Malaysia","MY",3.0833,101.5333,"TIME dotcom Bhd.","PT TELKOM INDONESIA","1","2","2","Indonesia","ID","North Sumatra","SU","Medan",3.583,98.666,200.946,"Medan, Medan City, North Sumatra, Indonesia","Medan","locality","Indonesia","ID","North Sumatra","Medan City","","20111",""
113948354,"229164B693F84AE18B62596DBE692BFE","2019-06-30 23:59:38","2019-07-01 00:00:11","7723787","5","184.170.xxx.xxx",98606,98378,5,"Indianapolis, IN","United States","US",39.7910,-86.1480,"Metronet","Metronet","1","22","1","United States","US","Indiana","IN","Carmel",39.974,-86.127,12.713,"Carmel, IN, USA","Carmel","locality","United States","US","Indiana","Hamilton County","Clay Township","46074",""
113948355,"85F31674B191471BB7FFE66478AC4324","2019-06-30 23:59:36","2019-07-01 00:00:11","7714676","5","209.58.xxx.xxx",3776,6932,100,"Hong Kong","China","HK",22.2500,114.1667,"Website Solution Limited","Leaseweb Asia Pacific pte.","0","2","2","Hong Kong","HK","Central And Western District","HCW","Central",22.283,114.158,2.34228,"Hong Kong, Hong Kong","Hong Kong","locality","Hong Kong","HK","","","","",""
113948356,"572C9620B51648578C05C9B61020FAFE","2019-06-30 23:59:38","2019-07-01 00:00:12","7723788","5","73.12.xxx.xxx",79519,6742,9,"Sacramento, CA","United States","US",38.5556,-121.4689,"Comcast","Comcast Cable","1","2","1","United States","US","California","CA","Sacramento",38.585,-121.400,4.23156,"Sacramento, CA, USA","Sacramento","locality","United States","US","California","Sacramento County","","95833",""
113948357,"C6DC7BA189264056B161BEEFEE0EFE14","2019-06-30 23:59:39","2019-07-01 00:00:12","1950265","5","1.156.xxx.xxx",2222,5324,61,"Brisbane","Australia","AU",-27.4728,153.0278,"Foxtel Broadband","Telstra Internet","1","22","1","Australia","AU","Queensland","QLD","Wights Mountain",-27.393,152.855,11.9278,"Samford Valley QLD 4520, Australia","Samford Valley","locality","Australia","AU","Queensland","Moreton Bay Regional","","4520",""
113948358,"01F16D0A015140E589F56E56133D077E","2019-07-01 00:00:13","2019-07-01 00:00:13","6230800","4","37.78.xxx.xxx",8220,638,277,"Krasnodar","Russia","RU",45.0333,38.9667,"Yujny Telecom","Rostelecom","1","2","1","Russia","RU","Krasnodar Krai","KDA","Vasyurinskaya",45.116,39.422,23.017,"Vasyurinskaya, Krasnodarskiy kray, Russia","Vasyurinskaya","locality","Russia","RU","Krasnodar Krai","Dinskoy District","","353225",""
113948359,"0A27A073C11E47B0A03D4FD07BFB67C2","2019-06-30 23:59:40","2019-07-01 00:00:13","7531610","5","45.50.xxx.xxx",118160,14503,12,"Diamond Bar, CA","United States","US",34.0017,-117.8208,"C3Network.Inc","Spectrum","1","22","1","United States","US","California","CA","Garden Grove",33.775,-117.970,17.8735,"Garden Grove, CA, USA","Garden Grove","locality","United States","US","California","Orange County","","92843",""
113948360,"4F3A9E41A59845F99BEDE9D05D5EDB25","2019-07-01 00:00:14","2019-07-01 00:00:14","7723789","4","88.206.xxx.xxx",794052,847056,0,"Chelyabinsk","Russian Federation","RU",55.1667,61.4000,"JSC Intersvyaz","InterSvyaz","1","22","1","Russia","RU","Chelyabinsk Oblast","CHE","Chelyabinsk",55.154,61.429,1.44942,"Chelyabinsk, Chelyabinsk Oblast, Russia","Chelyabinsk","locality","Russia","RU","Chelyabinsk Oblast","gorod Chelyabinsk","","454084",""
113948361,"6473C4480CD04806A8E39D619353A995","2019-07-01 00:00:03","2019-07-01 00:00:15","5896744","4","94.53.xxx.xxx",0,0,4,"Bucharest","Romania","RO",44.4268,26.1025,"UPC Romania","UNKNOWN","","2","1","Romania","RO","Prahova","PH","Traisteni",45.338,25.727,65.6899,"","","","","","","","","",""
113948362,"DA90034415A1451483B6611DF9375EB6","2019-07-01 00:00:16","2019-07-01 00:00:16","6511869","4","119.10.xxx.xxx",9501,10433,45,"Kyoto","Japan","JP",35.0116,135.7681,"Local24 Inc.,","Internet Initiative Japan","1","2","2","Japan","JP","Hiroshima Prefecture","34","Hiroshima",34.400,132.450,193.354,"Hiroshima, Hiroshima Prefecture, Japan","Hiroshima","locality","Japan","JP","Hiroshima Prefecture","","","730-0046","2001:240:289f:70x:xxxx:xxxx:xxxx:xxxx"
113948363,"37E7B70A605F4B699E6130EA2056828B","2019-06-30 23:59:42","2019-07-01 00:00:17","5529899","5","187.189.xxx.xxx",301154,43078,2,"Mexico City","Mexico","MX",19.4300,-99.1300,"Maxcom Telecomunicaciones","Totalplay","1","2","2","Mexico","MX","Federal District","CMX","Mexico City",19.468,-99.069,4.78207,"Mexico City, Federal District, Mexico","Mexico City","locality","Mexico","MX","Federal District","","","06000",""
113948364,"DC01C2F9A7E3481E9D38AE3E4E6F968D","2019-06-30 23:59:41","2019-07-01 00:00:17","7723761","5","103.217.xxx.xxx",29227,33919,2,"Yangon","MM","MM",16.8000,96.1500,"Ananda","WELINK","1","2","2","Republic of the Union of Myanmar","MM","Yangon Region","06","Yangon",16.783,96.166,1.59915,"Yangon, Myanmar (Burma)","Yangon","locality","Myanmar (Burma)","MM","Yangon Region","","","",""
113948365,"CE009E67EE8041E3890597CA7B4C9609","2019-06-30 23:59:44","2019-07-01 00:00:17","3738129","5","49.66.xxx.xxx",22305,28398,8,"Hangzhou","China","CN",30.2500,120.1667,"China Telecom ZheJiang Branch","China Telecom Jiangsu","1","2","2","China","CN","Jiangsu","JS","Wuxi",31.577,120.293,92.1126,"Wuxi, Jiangsu, China","Wuxi","locality","China","CN","Jiangsu","","","",""
113948366,"0C60ABC23A444F868C27E4127AA469E8","2019-07-01 00:00:18","2019-07-01 00:00:18","2303440","4","31.17.xxx.xxx",37972,11052,18,"Hamburg","Germany","DE",53.5653,10.0014,"Vodafone Deutschland","Vodafone Kabel Deutschland","1","2","2","Germany","DE","Mecklenburg-Vorpommern","MV","Schwerin",53.633,11.383,56.9175,"Schwerin, Germany","Schwerin","locality","Germany","DE","Mecklenburg-Vorpommern","","","19055",""
113948367,"3133C3A273AD41DCABDF19284EFE2FA4","2019-07-01 00:00:18","2019-07-01 00:00:18","6559362","4","195.206.xxx.xxx",96762,28242,24,"Leeds","GB","GB",53.8100,-1.5500,"razorblue","Hydra Communications Ltd","0","0","1","United Kingdom","GB","York","YOR","York",53.958,-1.082,21.6441,"York YO23, UK","York","locality","United Kingdom","GB","England","York","","YO23",""
113948368,"780EAA9980EF45619CB24DD3942194B4","2019-06-30 23:59:45","2019-07-01 00:00:18","7048860","5","5.186.xxx.xxx",318617,323982,2,"Taastrup","Denmark","DK",55.6500,12.3000,"Fibia P/S","FIBIA P/S","1","22","2","Denmark","DK","Region Zealand","85","Ringsted",55.450,11.816,23.4308,"4100 Ringsted, Denmark","Ringsted","locality","Denmark","DK","Region Zealand","Ringsted Municipality","","4100",""
113948369,"59F4B6CC3A454F2988B18502D5918AE4","2019-06-30 23:59:41","2019-07-01 00:00:18","7238943","5","103.234.xxx.xxx",4212,23520,74,"Aurangabad","India","IN",19.8800,75.3200,"Gazon Communications India Limited","Microsense Private Limited","1","2","2","India","IN","UNKNOWN","??",\N,20.000,77.000,109.554,"India","India","country","India","IN","","","","",""
113948370,"9DD6B5E8E548441A9D497BAB159F5D52","2019-06-30 23:59:44","2019-07-01 00:00:18","7723441","5","24.22.xxx.xxx",496854,46598,16,"Seattle, WA","United States","US",47.6062,-122.3321,"Comcast","Comcast Cable","1","22","2","United States","US","Washington","WA","Spokane",47.628,-117.401,229.88,"Spokane Valley, WA, USA","Spokane Valley","locality","United States","US","Washington","Spokane County","","99206",""
113948371,"D58F2F282A7B45F3B25AA4D1B1DE063B","2019-06-30 23:59:43","2019-07-01 00:00:18","6310831","5","41.13.xxx.xxx",17743,5920,28,"Pretoria","South Africa","ZA",-25.7256,28.2439,"Vodacom Business","Vodacom","1","2","2","South Africa","ZA","Gauteng","GT","Pretoria",-25.706,28.229,1.57783,"Pretoria, South Africa","Pretoria","locality","South Africa","ZA","Gauteng","Pretoria","Tshwane","0183",""
113948372,"60BD156BE27D4BF1B7A9EB0FD9927351","2019-06-30 23:59:45","2019-07-01 00:00:18","511045","5","219.93.xxx.xxx",34420,69905,4,"Kuala Lumpur","Malaysia","MY",3.1357,101.6880,"InNET","TM Net","1","2","2","Malaysia","MY","Federal Territory of Kuala Lumpur","14","Kuala Lumpur",3.166,101.700,2.2987,"Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia","Kuala Lumpur","locality","Malaysia","MY","Federal Territory of Kuala Lumpur","","","58100",""
113948373,"84FB5CA712A94345819E4CD595258962","2019-06-30 23:59:26","2019-07-01 00:00:22","7722219","5","1.28.xxx.xxx",29823,16583,21,"Tianjin","China","CN",39.3434,117.3616,"Beijing Connect Trunk","China Unicom Liaoning","1","2","2","China","CN","Inner Mongolia","NM","Hohhot",40.810,111.652,318.699,"Hohhot, Inner Mongolia, China","Hohhot","locality","China","CN","Inner Mongolia","","","",""
113948374,"64018423952848408536CBC4F09E4251","2019-06-30 23:59:45","2019-07-01 00:00:22","7589168","5","80.89.xxx.xxx",27184,12562,21,"Riga","Latvia","LV",56.9496,24.1040,"Tele2","Latvijas Mobilais Telefons SIA","1","2","2","Latvia","LV","Rīgas pilsēta","RIX","Riga",56.950,24.100,0.153406,"Riga, Latvia","Riga","locality","Latvia","LV","Rīgas pilsēta","Rīgas pilsēta","","LV-1050",""
113948375,"FA214BC4E2D045D4AE3CC638532C222D","2019-06-30 23:59:30","2019-07-01 00:00:23","7404001","5","81.158.xxx.xxx",52731,27370,13,"Bristol","Great Britain","GB",51.4500,-2.5833,"Hub Network Services Ltd","BT","1","22","2","United Kingdom","GB","Vale of Glamorgan","VGL","Barry",51.406,-3.269,29.7407,"Barry CF62, UK","Barry","locality","United Kingdom","GB","Wales","Vale of Glamorgan","","CF62",""
113948376,"E6008B5DE4A643189FF748E707578837","2019-07-01 00:00:24","2019-07-01 00:00:24","3296213","4","109.122.xxx.xxx",4002,650,132,"Arandjelovac","Serbia","RS",44.3037,20.5614,"Optel Telekom","RADIJUS VEKTOR DOO","1","0","1","Serbia","RS","Zlatibor","16","Zlatibor",43.723,19.704,58.5661,"Zlatibor, Serbia","Zlatibor","locality","Serbia","RS","Zlatibor District","","","",""
113948377,"25310D7FA8414B7CB7A6A2C26B3432DA","2019-07-01 00:06:00","2019-07-01 00:00:24","3396416","5","217.70.xxx.xxx",8396,914,41,"Villanueva de castellon","Spain","ES",39.0765,-0.5128,"Airconect Telecomunicaciones S.L.U","Dragonet Comunicaciones SL","1","2","1","Spain","ES","Valencian Community","VC","l'Alfas del Pi",38.568,-0.068,42.5289,"03580 l'Alfàs del Pi, Alicante, Spain","l'Alfàs del Pi","locality","Spain","ES","Valencian Community","Alicante","La Marina Baixa, L'Alfàs del Pi","03580",""
113948378,"91A841618E5549919E3CD567118A4E85","2019-06-30 23:59:47","2019-07-01 00:00:25","7459240","5","121.99.xxx.xxx",152433,408330,2,"Auckland","New Zealand","NZ",-36.8500,174.7833,"speedtest.nzpbx.com","Vocus Communications","1","22","1","New Zealand","NZ","Auckland","AUK","Auckland",-36.876,174.804,2.18525,"Auckland, New Zealand","Auckland","locality","New Zealand","NZ","Auckland","Auckland","","1051",""
113948379,"1E63AD64CF8D40F68F5F6F77171A9141","2019-07-01 00:00:25","2019-07-01 00:00:25","1895690","4","202.148.xxx.xxx",2811,2811,3,"Jakarta","Indonesia","ID",-6.1745,106.8227,"PT. BIT TEKNOLOGI NUSANTARA","PT. Core Mediatech (DNET)","1","2","1","Indonesia","ID","Special Capital Region of Jakarta","JK","Jakarta Pusat",-6.181,106.822,0.505673,"Central Jakarta, Central Jakarta City, Special Capital Region of Jakarta, Indonesia","Central Jakarta","locality","Indonesia","ID","Special Capital Region of Jakarta","Central Jakarta City","","10260",""
113948380,"EEBDCD097EBA4AE984CCAD2BC5CEA365","2019-06-30 23:59:47","2019-07-01 00:00:25","7723790","5","122.179.xxx.xxx",60678,23160,20,"Ahmedabad","India","IN",23.0300,72.5800,"Bharti Airtel Ltd.","Airtel Broadband","1","2","1","Australia","AU","Victoria","VIC","Ivanhoe",-37.766,145.050,6306.46,"Ivanhoe VIC, Australia","Ivanhoe","locality","Australia","AU","Victoria","Banyule City","","3079",""
113948381,"55CDA14BB722407BA3B1926157D78ABD","2019-06-30 23:59:51","2019-07-01 00:00:25","4869285","5","82.113.xxx.xxx",61735,44722,1,"Prague","Czech Republic","CZ",50.0833,14.4167,"GIGANET.cz","Dial Telecom, a.s.","1","22","2","Czech Republic","CZ","Hlavní město Praha","10","Prague",50.083,14.466,2.2192,"Prague, Czech Republic","Prague","locality","Czech Republic","CZ","Hlavní město Praha","Hlavní město Praha","","100 00",""
113948382,"E5F194D1228346FE8DFDD3F37BED4CCC","2019-06-30 23:59:24","2019-07-01 00:00:27","1342557","5","175.158.xxx.xxx",1193,10113,124,"Angeles City","Philippines","PH",15.1450,120.5887,"Converge ICT Solutions Inc.","Smart Broadband","1","22","2","Philippines","PH","Central Luzon","03","Angeles City",15.140,120.591,0.341037,"Angeles, Pampanga, Philippines","Angeles","locality","Philippines","PH","Central Luzon","Pampanga","","",""
113948383,"CC2108AE0D4D4495BD6A2FB2F11B73F2","2019-06-30 23:59:54","2019-07-01 00:00:27","6863261","5","86.229.xxx.xxx",185463,29731,20,"Marseille","France","FR",43.2964,5.3700,"Orange","Orange","1","2","2","France","FR","Corsica","COR","Bastia",42.702,9.450,210.421,"Bastia, France","Bastia","locality","France","FR","Corsica","Haute-Corse","","20200",""
113948384,"1D2CE5CC7B43457EB185EB7E7AB613F8","2019-06-30 23:59:53","2019-07-01 00:00:28","7369790","5","73.24.xxx.xxx",163669,6003,10,"Pima, AZ","United States","US",32.5300,-109.4900,"Comcast","Comcast Cable","1","2","2","United States","US","Arizona","AZ","Tucson",32.193,-110.989,90.648,"Picture Rocks, AZ, USA","Picture Rocks","locality","United States","US","Arizona","Pima County","","85743",""
113948385,"706C722850F241F38F4F5201215EB8C4","2019-07-01 00:00:04","2019-07-01 00:00:28","6469517","5","46.211.xxx.xxx",7977,25651,15,"Kiev","Ukraine","UA",50.4500,30.5233,"NetAssist","Kyivstar PJSC","1","22","2","Ukraine","UA","Kyiv city","30","Kyiv",50.433,30.516,1.19122,"Kiev, Ukraine, 02000","Kiev","locality","Ukraine","UA","Kyiv city","Kyiv City","","02000",""
113948386,"B970F943E90F45E88D32E4CD5A046F70","2019-07-01 00:00:20","2019-07-01 00:00:30","2383676","4","72.163.xxx.xxx",0,0,103,"Bangalore","India","IN",12.9833,77.5833,"Bharti Airtel Ltd","UNKNOWN","","0","1","India","IN","Karnataka","KA","Bengaluru",12.983,77.583,0.00692667,"","","","","","","","","",""
113948387,"4408EB6FD84448A3B664AAFFBD75A811","2019-06-30 23:59:52","2019-07-01 00:00:30","7548128","5","31.132.xxx.xxx",14618,19304,16,"Bryansk","Russian Federation","RU",53.2667,34.4000,"DOM.RU","JSC ER-Telecom Holding","1","2","1","Russia","RU","Bryansk Oblast","BRY","Bryansk",53.242,34.351,2.63957,"Bryansk, Bryansk Oblast, Russia","Bryansk","locality","Russia","RU","Bryansk Oblast","gorod Bryansk","","241017",""
113948388,"9D6BB06F5F4B4E528E377564DCB49914","2019-06-30 23:59:54","2019-07-01 00:00:30","5714370","5","180.191.xxx.xxx",483107,392059,1,"Makati","Philippines","PH",14.5500,121.0300,"Globe Telecom","Globe Mobile","1","22","2","Philippines","PH","Metro Manila","00","Makati City",14.566,121.033,1.17611,"Makati, Metro Manila, Philippines","Makati","locality","Philippines","PH","Metro Manila","","","",""
113948389,"ECCBFB6FEDB34AFFAF8D36D93D663CD3","2019-06-30 23:59:56","2019-07-01 00:00:31","7651746","5","88.112.xxx.xxx",17869,7687,18,"Helsinki","Finland","FI",60.1708,24.9375,"TruongFI","Elisa Oyj","1","22","2","Finland","FI","Uusimaa","18","Vantaa",60.313,24.950,9.85334,"Vantaa, Finland","Vantaa","locality","Finland","FI","Uusimaa","Vantaa","","01640",""
113948390,"0443B386C3B243C78D0BB7BC526244C6","2019-06-30 23:59:52","2019-07-01 00:00:32","5423449","5","95.186.xxx.xxx",30461,5029,49,"Jeddah","Saudi Arabia","SA",21.2854,39.2376,"Saudi Telecom Company (STC)","SaudiNet","1","2","2","Saudi Arabia","SA","Makkah Province","02","Jeddah",21.516,39.219,16.0566,"Jeddah Saudi Arabia","Jeddah","locality","Saudi Arabia","SA","Makkah Province","","","23231",""
113948391,"38DEF82C8B3542C7844F9BEA25F8273D","2019-06-30 23:59:35","2019-07-01 00:00:32","6216146","5","203.220.xxx.xxx",92721,92296,13,"Brisbane","Australia","AU",-27.4728,153.0278,"Internode","TPG Internet","1","22","1","Australia","AU","Queensland","QLD","Kangaroo Point",-27.466,153.033,0.540063,"Kangaroo Point QLD, Australia","Kangaroo Point","locality","Australia","AU","Queensland","Brisbane City","","4169",""
113948392,"2147A490B1624573AE053224A8B366B9","2019-06-30 23:59:59","2019-07-01 00:00:33","4844410","5","73.14.xxx.xxx",153335,16274,16,"Denver, CO","United States","US",39.7392,-104.9903,"Comcast","Comcast Cable","1","2","1","United States","US","Colorado","CO","Wheat Ridge",39.774,-105.103,6.49116,"Lakewood, CO, USA","Lakewood","locality","United States","US","Colorado","Jefferson County","","80215",""
